what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369703906526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369703913225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704022974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704024233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704025375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704030723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704035512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704042882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704053264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704063530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704065324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704081917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704083496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704083654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704084778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704091261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369704093716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704103299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704107926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704114412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369704125607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704127145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704137347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704148274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704152919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704154277
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369704158444
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369704160788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704164224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704166417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369704169980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704175680
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1369704180174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369704180528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704186500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369704187261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369704187569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369704187745
