what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369603559938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603561002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603563730
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369603563734
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369603569709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603600367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603601746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603604747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603608886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603609769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603643507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603649001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603654636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603655475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603657406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369603666007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603679873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603682627
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1369603687645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603688475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603689442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603698852
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1369603703942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603704623
no handler,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.commands.Display",1369603704955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603706290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603710091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603712082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603712928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603716897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603726791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603734049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603739320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603739542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369603742459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603744966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603746410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603752076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369603754234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603755156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603755874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603762524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603764273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603769852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369603777045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603777642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603847227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369603858180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603871209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603874878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369603881923
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1369603889613
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1369603890566
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1369603892515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603900540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603901201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603929786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369603933521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603935786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603971627
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369603976815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603977857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603985785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603987127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603987738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603991641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603992137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603996725
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369603998019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369603998963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369603999857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604005139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604008731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604009842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604010708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604016814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604018991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604020376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369604024030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369604036368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369604037473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604038194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604039106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604046003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604047681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604062013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604067560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604068561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604075299
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369604077941
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1369604079271
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369604079959
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369604080255
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369604081035
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369604084822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604086035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604095050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604098273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604116707
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369604118349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369604120962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604122008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604123122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604134507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604150305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604158843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604164622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604185629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604187857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604296603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604302227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604303210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604311172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604317018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604318480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604396816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604401323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604402423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604420990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604422226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604431275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369604433642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604434297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604435233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604443948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604445113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604462430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604463002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604464116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604472612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604478818
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369604479404
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369604484627
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369604485759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604497705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604501307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604506712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604512814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604513586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604524685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604525474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604559909
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369604561427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604567307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604570298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604571646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604573483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604579218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604584404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604585935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604586617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604592679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369604595521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604595952
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369604605939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369604607792
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369604608658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369604609718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604610613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604614338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604618307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604621743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604622730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604627523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604633194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604633946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604637818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369604642303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604643732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604646257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604755837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369604759790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369604765077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369604766194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605012835
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369605014137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605015874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369605016235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605017378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605018257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605035331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605036897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605039236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605039316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605041089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605049274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605054603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605056458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605062707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605063729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605076128
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1369605077894
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1369605077933
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1369605078111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605086842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605094758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369605101161
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369605107684
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1369605113638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369605118796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605119586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605124068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605125674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605194780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605196386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605424784
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369605426171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605427629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369605429054
