what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606073788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606075635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606171232
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369606172521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369606174932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606177380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606177842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369606177851
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369606179157
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369606179311
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369606181200
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369606181200
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369606181890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606183084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369606184096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606189296
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1369606189324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1369606189324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606191146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606200756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606202378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606202887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369606202920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606203698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606207021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606207047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606208040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606209234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606217883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606222077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606225444
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1369606225450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1369606225451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606227083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606238627
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369606240550
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1369606249596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369606250315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606251018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369606261853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369606263078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369606263827
