what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1369601567199
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1369601567244
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369601573957
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1369601573957
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1369601578248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601591698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601596116
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601602594
error,log,,,"Several ports (8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1369601604156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601604174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601604234
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369601604307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601605857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601605961
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601606744
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1369601610169
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369601610974
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601611106
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369601611867
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601615836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601619802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601621802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601629509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601631006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1369601631016
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369601633516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601639357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601653227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601658562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601659521
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369601666304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601671754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601722058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601723991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601725015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369601725023
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369601725933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369601726846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601736363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601737848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601740339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601741302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601742264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601755321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601776623
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369601778713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601789263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601798426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1369601798452
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369601798599
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369601798670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369601801197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601803578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601804127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601804570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601814075
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1369601815650
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1369601816290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369601816732
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1369601818065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369601818545
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1369601819266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369601820024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601821305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601828363
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369601830915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601842346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601845026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369601845653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601846161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601849863
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601851978
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1369601854434
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369601854981
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601855344
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369601856140
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369601860039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601860665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601867908
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369601869678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601872298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601983395
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1369601986283
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1369601986470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369601986558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601987033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369601991880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602000027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1369602002767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369602004495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369602005706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602006825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602013579
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369602023652
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1369602023730
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369602024327
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369602024713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1369602025431
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1369602029431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602029969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602034059
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369602035547
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369602037762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602039457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602059844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602063171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602066894
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1369602068281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602070040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369602070476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602071401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602073677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602075648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602078244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602078281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602078297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602078407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602079873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369602081082
