what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701278324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701281144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701288171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701289680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701292644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1369701306852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369701308578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1369701311259
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1369701324625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1369701325314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369701326088
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1369701327118
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369701328729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701338680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701341336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701345166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701345930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701459322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369701463333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369701467494
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1369701468668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701472794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701482457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701487793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701489297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701557855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701568493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701569312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701593099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369701594509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701595673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701620420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701624449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701626468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701630483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701636273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701718880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369701722196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369701723013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701730099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369701745768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369701757049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702043936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702096484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702100958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702112783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702114258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702123119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702127384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702128759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702150588
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369702153226
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369702154515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702162128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702163081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702195858
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369702197508
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1369702198679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369702200578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702201553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702202377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702216130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702221422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702222624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702260053
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1369702262080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702269209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702270281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702276147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702282625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702291646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702294776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702295721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702358812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369702360584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369702361465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702362897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369702367999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369702373153
error,log,,,"Unhandled event loop exception",1369702379365
